,created_at,tweets,mentioned_company
3758,Fri May 25 20:39:26 +0000 2018,"to the @navalacademy { CLASS } of 2018, i say: we know you are up to the task. we know you will make us proud. we know that glory will be yours. because you are winners, you are warriors, you are fighters, you are champions, and you will lead us to victory! god bless the u.s.a.! https://t.co/v9tgeo8my4","Alphabet Inc Class A, Alphabet Inc Class C, Discovery Inc. Class A, Discovery Inc. Class C, News Corp. Class A, News Corp. Class B, Twenty-First Century Fox Class A, Twenty-First Century Fox Class B, Under Armour Class A, Under Armour Class C, "
3763,Fri May 25 12:04:19 +0000 2018,"“everyone knows there was a spy, and in fact the people who were involved in the spying are admitting that there was a spy...widespread spying involving multiple people.” mollie hemingway, the federalist senior editor  but the corrupt mainstream media hates this { MONSTER } story!","Monster Beverage, "
3764,Fri May 25 12:04:17 +0000 2018,"can anyone even imagine having spies placed in a competing campaign, by the people and party in absolute power, for the sole purpose of political advantage and gain? and to think that the party in question, even with the expenditure of far more money, lost!","American Electric Power, "
3765,Fri May 25 12:04:16 +0000 2018,"the democrats are now alluding to the the concept that having an informant placed in an opposing party’s campaign is different than having a spy, as illegal as that may be. but what about an “informant” who is paid a { FORTUNE } and who “sets up” way earlier than the russian hoax?","Fortune Brands Home & Security, "
3768,Fri May 25 09:13:35 +0000 2018,"rt @scavino45: last week after visiting flotus melania, potus trump went to visit wounded heroes at walter reed { MEDICAL } center. he told the…","Varian Medical Systems, "
3769,Fri May 25 09:12:57 +0000 2018,"rt @scavino45: today, president trump issued an executive grant of clemency (full pardon) posthumously to john { ARTHUR } “jack” johnson, the f…","Arthur J. Gallagher & Co., Jack Henry & Associates Inc, Johnson & Johnson, Johnson Controls International, "
3775,Thu May 24 16:24:38 +0000 2018,"it was my great honor to { HOST } a roundtable re: ms-13 yesterday in bethpage, new york. democrats must abandon their resistance to border security so that we can support law enforcement and save innocent lives! https://t.co/pxe9z4efyz","Everest Re Group Ltd., Host Hotels & Resorts, "
3787,Wed May 23 13:34:06 +0000 2018,witch hunt!,"J. B. Hunt Transport Services, "
3791,Wed May 23 11:33:59 +0000 2018,"“trump should be happy that the fbi was spying on his campaign” no, { JAMES } clapper, i am not happy. spying on a campaign would be illegal, and a scandal to boot!","Raymond James Financial Inc., "
3810,Mon May 21 11:27:42 +0000 2018,china has agreed to { BUY } massive amounts of additional farm/agricultural { PRODUCTS } - would be one of the best things to happen to our farmers in many years!,"Air Products & Chemicals Inc, Best Buy Co. Inc., Maxim Integrated Products Inc, "
3811,Mon May 21 11:21:29 +0000 2018,"i ask senator chuck schumer, why didn’t president obama &amp; the democrats do something about trade with china, including theft of intellectual { PROPERTY } etc.? they did nothing! with that being said, chuck &amp; i have long agreed on this issue! fair trade, plus, with china will happen!","Essex Property Trust, Inc., Simon Property Group Inc, "
3814,Sun May 20 17:13:47 +0000 2018,the witch { HUNT } finds no collusion with russia - so now they’re looking at the rest of the world. oh’ great!,"Everest Re Group Ltd., J. B. Hunt Transport Services, "
3816,Sun May 20 13:37:34 +0000 2018,"what ever happened to the server, at the center of so much corruption, that the democratic national committee refused to hand over to the hard charging (except in the case of democrats) fbi? they broke into { HOMES } &amp; offices early in the morning, but were afraid to take the server?","Pulte Homes Inc., "
3817,Sun May 20 13:29:32 +0000 2018,"now that the witch { HUNT } has given up on russia and is looking at the rest of the world, they should easily be able to take it into the mid-term elections where they can put some hurt on the republican party. don’t worry about dems fisa abuse, missing emails or fraudulent dossier!","J. B. Hunt Transport Services, "
3819,Sun May 20 13:11:05 +0000 2018,"....at what point does this soon to be $20,000,000 witch hunt, composed of 13 angry and heavily conflicted democrats and two people who have worked for obama for 8 years, stop! they have found no collussion with russia, no obstruction, but they aren’t looking at the corruption...","J. B. Hunt Transport Services, "
3820,Sun May 20 13:04:21 +0000 2018,things are really getting ridiculous. the failing and crooked (but not as crooked as hillary clinton) @nytimes has done a long &amp; boring story indicating that the world’s most expensive witch { HUNT } has found nothing on russia &amp; me so now they are looking at the rest of the world!,"J. B. Hunt Transport Services, "
3822,Sat May 19 18:37:39 +0000 2018,great to have our incredible first lady back { HOME } in the white house. melania is feeling and doing really well. thank you for all of your prayers and best wishes!,"Fortune Brands Home & Security, Home Depot, "
3823,Sat May 19 18:33:05 +0000 2018,great to have our incredible first lady back { HOME } in the white house. melanie is feeling and doing really well. thank you for all of your prayers and best wishes!,"Fortune Brands Home & Security, Home Depot, "
3829,Fri May 18 20:22:25 +0000 2018,america is a nation that believes in the { POWER } of redemption. america is a nation that believes in second chances - and america is a nation that believes that the best is always yet to come! #prisonreform https://t.co/yk5ujuyghn,"American Electric Power, "
3830,Fri May 18 20:02:49 +0000 2018,rt @steveforbesceo: .@realdonaldtrump speech on drug costs pays immediate dividends. new @amgen drug lists at 30% less than expected. middl…,"Amgen Inc., "
3838,Thu May 17 22:17:08 +0000 2018,it was my great honor to visit with our heroes last night at walter reed { MEDICAL } center. there is nobody like them! https://t.co/fg5w1swihk,"Varian Medical Systems, "
3843,Thu May 17 15:25:57 +0000 2018,congrats to the house for passing the va mission act yesterday. without this funding our veterans will be forced to stand in never ending { LINES } in order to receive care. putting politics over our veterans care is unacceptable – senate must vote yes on this bill by memorial day!,"Delta Air Lines Inc., "
3844,Thu May 17 13:52:44 +0000 2018,"despite the disgusting, illegal and unwarranted witch hunt, we have had the most successful first 17 month administration in u.s. history - by far! sorry to the fake news media and “haters,” but that’s the way it is!","J. B. Hunt Transport Services, "
3847,Thu May 17 11:28:09 +0000 2018,"congratulations america, we are now into the second year of the greatest witch { HUNT } in american history...and there is still no collusion and no obstruction. the only collusion was that done by democrats who were unable to win an election despite the spending of far more money!","J. B. Hunt Transport Services, "
3850,Wed May 16 18:40:35 +0000 2018,"lou barletta will be a great senator for pennsylvania but his opponent, bob casey, has been a do-nothing senator who only shows up at election time. he votes along the nancy pelosi, elizabeth warren lines, loves sanctuary cities, bad and expensive healthcare...","Delta Air Lines Inc., "
3862,Tue May 15 14:08:21 +0000 2018,"can you believe that with all of the made up, unsourced stories i get from the fake news media, together with the  $10,000,000 russian witch { HUNT } (there is no collusion), i now have my best poll numbers in a year. much of the media may be corrupt, but the people truly get it!","J. B. Hunt Transport Services, "
3867,Mon May 14 21:09:16 +0000 2018,"heading over to walter reed { MEDICAL } center to see our great first lady, melania. successful procedure, she is in good spirits. thank you to all of the well-wishers!","Varian Medical Systems, "
3878,Sat May 12 22:20:16 +0000 2018,"the senate should get funding done before the august break, or not go home. wall and border security should be included. also waiting for approval of almost 300 nominations, worst in history. democrats are doing everything possible to obstruct, all they know how to do. stay!","Fortune Brands Home & Security, Home Depot, "
3884,Fri May 11 19:30:16 +0000 2018,"today, my administration is launching the most sweeping action in history to lower the { PRICE } of prescription drugs for the american people. we will have tougher negotiation, more competition, and much lower prices at the pharmacy counter! https://t.co/xdakx43a4d","T. Rowe Price Group, "
3889,Thu May 10 10:01:43 +0000 2018,"on behalf of the american people, welcome home! https://t.co/hisaci95cb","Fortune Brands Home & Security, Home Depot, "
3909,Mon May 07 13:35:32 +0000 2018,"is this phony witch { HUNT } going to go on even longer so it wrongfully impacts the mid-term elections, which is what the democrats always intended? republicans better get tough and smart before it is too late!","J. B. Hunt Transport Services, "
3910,Mon May 07 13:29:49 +0000 2018,"lisa page, who may hold the record for the most emails in the shortest period of time (to her lover, peter s), and attorney baker, are out at the fbi as part of the probers getting caught? why is peter s still there? what a total mess. our country has to get back to business!","Baker Hughes, a GE Company, "
3913,Mon May 07 11:39:53 +0000 2018,the 13 angry democrats in charge of the russian witch { HUNT } are starting to find out that there is a court system in place that actually protects people from injustice...and just wait ‘till the courts get to see your unrevealed conflicts of interest!,"J. B. Hunt Transport Services, "
3914,Mon May 07 11:27:34 +0000 2018,"the russia witch { HUNT } is rapidly losing credibility. house intelligence committee found no collusion, coordination or anything else with russia. so now the probe says ok, what else is there? how about obstruction for a made up, phony crime.there is no o, it’s called fighting back","J. B. Hunt Transport Services, "
3919,Sat May 05 00:17:34 +0000 2018,"just returned { HOME } to the beautiful white house, from dallas, where the arena was packed to the rafters with the great fans and supporters of the @nra. it was so wonderful to be there!","Fortune Brands Home & Security, Home Depot, "
3923,Fri May 04 21:58:44 +0000 2018,democrats and liberals in congress want to disarm law-abiding americans at the same time they are releasing dangerous criminal aliens and savage gang members onto our streets. politicians who put criminal aliens before american { CITIZENS } should be voted out of office!,"Citizens Financial Group, "
3925,Fri May 04 13:27:50 +0000 2018,"just out: 3.9% unemployment. 4% is broken! in the meantime, witch hunt!","J. B. Hunt Transport Services, "
3927,Fri May 04 10:45:31 +0000 2018,"nbc news is wrong again! they cite “sources” which are constantly wrong. problem is, like so many others, the sources probably don’t exist, they are fabricated, fiction! nbc, my former { HOME } with the apprentice, is now as bad as fake news cnn. sad!","Fortune Brands Home & Security, Home Depot, "
3941,Wed May 02 20:27:47 +0000 2018,"i have been briefed on the u.s. c-130 “hercules” cargo plane from the puerto rico national guard that crashed near savannah { HILTON } head international airport. please join me in thoughts and prayers for the victims, their families and the great men and women of the national guard.","Hilton Worldwide Holdings Inc, "
3944,Wed May 02 13:33:41 +0000 2018,new book - a must read! “the russia hoax - the illicit scheme to clear hillary clinton and frame donald trump” by the brilliant { FOX } news legal analyst gregg jarrett. a sad chapter for law enforcement. a rigged system!,"Twenty-First Century Fox Class A, Twenty-First Century Fox Class B, "
3945,Wed May 02 13:23:17 +0000 2018,"“the questions are an intrusion into the president’s article 2  powers under the constitution to fire any executive branch employee...what the president was thinking is an outrageous.....as to the president’s unfettered { POWER } to fire anyone...” joe digenova, former us attorney","American Electric Power, "
3946,Wed May 02 11:45:08 +0000 2018,"there was no collusion (it is a hoax) and there is no obstruction of justice (that is a setup &amp; trap). what there is is negotiations going on with north korea over nuclear war, negotiations going on with china over trade deficits, negotiations on nafta, and much more. witch hunt!","J. B. Hunt Transport Services, "
3947,Tue May 01 19:42:58 +0000 2018,"today, it was my great honor to thank and welcome heroic crew members and passengers of { SOUTHWEST } { AIRLINES } flight 1380 at the @whitehouse! https://t.co/fyygwtoddi","American Airlines Group, Southwest Airlines, "
3951,Tue May 01 11:34:13 +0000 2018,it would seem very hard to obstruct justice for a crime that never happened! witch hunt!,"J. B. Hunt Transport Services, "
3953,Tue May 01 10:47:30 +0000 2018,"so disgraceful that the questions concerning the russian witch { HUNT } were “leaked” to the media. no questions on collusion. oh, i see...you have a made up, phony crime, collusion, that never existed, and an investigation begun with illegally leaked classified information. nice!","Fidelity National Information Services, J. B. Hunt Transport Services, "
3959,Mon Apr 30 12:19:33 +0000 2018,"numerous countries are being considered for the meeting, but would peace house/freedom house, on the border of north &amp; south korea, be a more representative, important and lasting site than a { THIRD } party country? just asking!","Fifth Third Bancorp, "
3962,Mon Apr 30 02:38:00 +0000 2018,"the white house correspondents’ dinner was a failure last year, but this year was an embarrassment to everyone associated with it. the filthy “comedian” totally bombed (couldn’t even deliver her lines-much like the seth meyers weak performance). put dinner to rest, or start over!","Delta Air Lines Inc., "
3963,Mon Apr 30 01:29:09 +0000 2018,"“trump’s triumphs are driving his critics crazy!” thank you steve { HILTON } @nextrevfnc, just want to do what is right for our wonderful u.s.a.","Hilton Worldwide Holdings Inc, "
3965,Sun Apr 29 11:45:40 +0000 2018,"while washington, michigan, was a big success, washington, d.c., just didn’t work. everyone is talking about the fact that the white house correspondents dinner was a very big, boring bust...the so-called comedian really “bombed.” @greggutfeld should { HOST } next year! @petehegseth","Host Hotels & Resorts, "
3969,Sat Apr 28 13:54:16 +0000 2018,"look forward to being in the great state of michigan tonight. major business expansion and jobs pouring into your state. { AUTO } companies expanding at record pace. big crowd tonight, will be live on t.v.","Advance Auto Parts, "
3971,Sat Apr 28 12:58:18 +0000 2018,“clapper lied about (fraudulent) dossier leaks to cnn” @foxandfriends foxnews  he is a lying machine who now { WORKS } for fake news cnn.,"American Water Works Company Inc, Illinois Tool Works, "
3974,Sat Apr 28 02:04:31 +0000 2018,"house intelligence committee rules that there was no collusion between the trump campaign and russia. as i have been saying all along, it is all a big hoax by the democrats based on { PAYMENTS } and lies. there should never have been a special counsel appointed. witch hunt!","Global Payments Inc., J. B. Hunt Transport Services, "
3975,Sat Apr 28 01:19:53 +0000 2018,"house intelligence committee rules that there was no collusion between the trump campaign and russia. as i have been saying all along, it is all a big hoax by the democrats based on { PAYMENTS } and lies. there should never have been a special councel appointed. witch hunt!","Global Payments Inc., J. B. Hunt Transport Services, "
3979,Fri Apr 27 14:14:58 +0000 2018,"just out: house intelligence committee report released. “no evidence” that the trump campaign “colluded, coordinated or conspired with russia.” clinton campaign paid for opposition { RESEARCH } obtained from russia- wow! a total witch hunt! must end now!","J. B. Hunt Transport Services, Lam Research, "
3986,Fri Apr 27 10:26:35 +0000 2018,is everybody believing what is going on. { JAMES } comey can’t define what a leak is. he illegally leaked classified { INFORMATION } but doesn’t understand what he did or how serious it is. he lied all over the place to cover it up. he’s either very sick or very dumb. remember sailor!,"Fidelity National Information Services, Raymond James Financial Inc., "
3993,Wed Apr 25 14:11:57 +0000 2018,"looking forward to my meeting with tim cook of apple. we will be talking about many things, including how the u.s. has been treated unfairly for many years, by many countries, on trade.","Apple Inc., "
4014,Sun Apr 22 17:23:41 +0000 2018,a complete witch hunt!,"J. B. Hunt Transport Services, "
4019,Sat Apr 21 22:30:45 +0000 2018,“at least two memos comey shared with a friend contained classified information.”  wall street journal,"Fidelity National Information Services, "
4022,Sat Apr 21 19:24:21 +0000 2018,"james comey’s memos are classified, i did not declassify them. they belong to our government! therefore, he broke the law! additionally, he totally made up many of the things he said i said, and he is already a proven liar and leaker. where are memos on clinton, lynch &amp; others?","Raymond James Financial Inc., "
4023,Sat Apr 21 19:02:05 +0000 2018,"sylvester stallone called me with the story of heavyweight boxing champion { JACK } johnson. his trials and tribulations were great, his life complex and controversial. others have looked at this over the years, most thought it would be done, but yes, i am considering a full pardon!","Jack Henry & Associates Inc, Johnson & Johnson, Johnson Controls International, "
4029,Sat Apr 21 13:10:01 +0000 2018,"....it means lying or making up stories. sorry, i don’t see michael doing that despite the horrible witch { HUNT } and the dishonest media!","J. B. Hunt Transport Services, "
4031,Sat Apr 21 13:10:00 +0000 2018,"the new york times and a { THIRD } rate reporter named maggie haberman, known as a crooked h flunkie who i don’t speak to and have nothing to do with, are going out of their way to destroy michael cohen and his relationship with me in the hope that he will “flip.” they use....","Fifth Third Bancorp, "
4032,Sat Apr 21 12:17:22 +0000 2018,"....it means lying or making up stories. sorry, i don’t see michael doing that despite the horrible witch { HUNT } and the dishonest media!","J. B. Hunt Transport Services, "
4034,Sat Apr 21 12:17:22 +0000 2018,"the new york times and a { THIRD } rate reporter named maggie habberman, known as a crooked h flunkie who i don’t speak to and have nothing to do with, are going out of their way to destroy michael cohen and his relationship with me in the hope that he will “flip.” they use....","Fifth Third Bancorp, "
4035,Sat Apr 21 03:22:51 +0000 2018,"a message from kim jong un: “north korea will stop nuclear tests and launches of { INTERCONTINENTAL } ballistic missiles.”
also will “shut down a nuclear test site in the country’s { NORTHERN } side to prove the vow to suspend nuclear tests.” progress being made for all!","Intercontinental Exchange, Northern Trust Corp., "
4036,Sat Apr 21 03:13:07 +0000 2018,"james comey illegally leaked classified documents to the press in order to generate a special council? therefore, the special council was established based on an illegal act? really, does everybody know what that means?","Raymond James Financial Inc., "
4040,Fri Apr 20 20:25:13 +0000 2018,"can you believe that despite 93% bad stories from the fake news media (should be getting good stories), today we had just about our highest poll numbers, including those on election day? the american { PUBLIC } is wise to the phony an dishonest press. make america great again!","Public Serv. Enterprise Inc., Public Storage, "
4044,Fri Apr 20 10:34:16 +0000 2018,so general michael flynn’s life can be totally destroyed while shadey { JAMES } comey can leak and lie and make lots of money from a { THIRD } rate book (that should never have been written). is that really the way life in america is supposed to work? i don’t think so!,"Fifth Third Bancorp, Raymond James Financial Inc., "
4045,Fri Apr 20 03:37:26 +0000 2018,"james comey memos just out and show clearly that there was no collusion and no obstruction. also, he leaked classified information. wow! will the witch { HUNT } continue?","Fidelity National Information Services, J. B. Hunt Transport Services, Raymond James Financial Inc., "
4046,Thu Apr 19 22:46:06 +0000 2018,james comey just threw andrew mccabe “under the bus.” inspector general’s report on mccabe is a disaster for both of them! getting a little (lot) of their own medicine?,"Raymond James Financial Inc., "
4049,Thu Apr 19 20:31:56 +0000 2018,mike pompeo is outstanding. first in his { CLASS } at west point. a top student at harvard law school. a success at whatever he has done. we need the senate to approve mike asap. he will be a great secretary of state!,"Alphabet Inc Class A, Alphabet Inc Class C, Discovery Inc. Class A, Discovery Inc. Class C, News Corp. Class A, News Corp. Class B, Twenty-First Century Fox Class A, Twenty-First Century Fox Class B, Under Armour Class A, Under Armour Class C, "
4052,Thu Apr 19 18:40:12 +0000 2018,".@marshablackburn is a wonderful woman who has always been there when we have needed her. great on the military, border security and crime. loves and { WORKS } hard for the people of tennessee. she has my full endorsement and i will be there to campaign with her!","American Water Works Company Inc, Illinois Tool Works, "
4058,Thu Apr 19 02:58:21 +0000 2018,"it was my great honor to { HOST } my friend @jpn_pmo @abeshinzo and his delegation at mar-a-lago for the past two days. lots accomplished, thank you! #success???????? https://t.co/2nnitfwfbl","Host Hotels & Resorts, "
4063,Wed Apr 18 12:05:42 +0000 2018,"slippery { JAMES } comey, the worst fbi director in history, was not fired because of the phony russia investigation where, by the way, there was no collusion (except by the dems)!","Raymond James Financial Inc., "
4070,Wed Apr 18 09:42:22 +0000 2018,"rt @realdonaldtrump: today’s court decision means that congress must close loopholes that { BLOCK } the removal of dangerous criminal aliens, i…","Block H&R, "
4073,Wed Apr 18 02:32:04 +0000 2018,"pastor andrew brunson, a fine gentleman and christian leader in the united states, is on trial and being persecuted in turkey for no reason. they call him a spy, but i am more a spy than he is. hopefully he will be allowed to come { HOME } to his beautiful family where he belongs!","Fortune Brands Home & Security, Home Depot, "
4074,Wed Apr 18 02:26:57 +0000 2018,it is my great honor to { HOST } @jpn_pmo @abeshinzo! https://t.co/qxmpcgrycf,"Host Hotels & Resorts, "
4079,Tue Apr 17 21:55:04 +0000 2018,rt @foxbusiness: watch live: @ivankatrump and @stevenmnuchin1 { HOST } tax event on tax day in new hampshire. (courtesy: wbz) https://t.co/c3zr…,"Host Hotels & Resorts, "
4081,Tue Apr 17 21:34:23 +0000 2018,"today’s court decision means that congress must close loopholes that { BLOCK } the removal of dangerous criminal aliens, including aggravated felons. this is a { PUBLIC } safety crisis that can only be fixed by....","Block H&R, Public Serv. Enterprise Inc., Public Storage, "
4100,Tue Apr 17 00:52:51 +0000 2018,"rt @gopchairwoman: we’re in a prime position to defend our majorities in 2018. let’s defy history. #maga #leadright
https://t.co/fo8g0psjwq","Everest Re Group Ltd., "
4104,Sun Apr 15 13:07:10 +0000 2018,"slippery { JAMES } comey, a man who always ends up badly and out of whack (he is not smart!), will go down as the worst fbi director in history, by far!","Raymond James Financial Inc., "
4105,Sun Apr 15 12:56:13 +0000 2018,"attorney client privilege is now a thing of the past. i have many (too many!) lawyers and they are probably wondering when their offices, and even homes, are going to be raided with everything, including their phones and computers, taken. all lawyers are deflated and concerned!","Pulte Homes Inc., "
4109,Sun Apr 15 11:57:14 +0000 2018,"the big questions in comey’s badly reviewed book aren’t answered like, how come he gave up classified { INFORMATION } (jail), why did he lie to congress (jail), why did the dnc refuse to give server to the fbi (why didn’t they take it), why the phony memos, mccabe’s $700,000 &amp; more?","Fidelity National Information Services, "
4110,Sun Apr 15 11:42:33 +0000 2018,"unbelievably, { JAMES } comey states that polls, where crooked hillary was leading, were a factor in the handling (stupidly) of the clinton email probe. in other words, he was making decisions based on the fact that he thought she was going to win, and he wanted a job. slimeball!","Raymond James Financial Inc., "
4114,Sat Apr 14 12:21:00 +0000 2018,a perfectly executed strike last night. thank you to france and the united kingdom for their wisdom and the { POWER } of their fine military. could not have had a better result. mission accomplished!,"American Electric Power, "
4118,Fri Apr 13 12:17:37 +0000 2018,"....untruthful slime { BALL } who was, as time has proven, a terrible director of the fbi. his handling of the crooked hillary clinton case, and the events surrounding it, will go down as one of the worst “botch jobs” of history. it was my great honor to fire { JAMES } comey!","Ball Corp, Raymond James Financial Inc., "
4119,Fri Apr 13 12:01:47 +0000 2018,"james comey is a proven leaker &amp; liar. virtually everyone in washington thought he should be fired for the terrible job he did-until he was, in fact, fired. he leaked classified information, for which he should be prosecuted. he lied to congress under oath. he is a weak and.....","Fidelity National Information Services, Raymond James Financial Inc., "
4125,Thu Apr 12 16:46:15 +0000 2018,"i have agreed with the historically cooperative, disciplined approach that we have engaged in with { ROBERT } mueller (unlike the clintons!). i have full confidence in ty cobb, my special counsel, and have been fully advised throughout each phase of this process.","Robert Half International, "
4130,Thu Apr 12 10:03:46 +0000 2018,"if i wanted to fire { ROBERT } mueller in december, as reported by the failing new york times, i would have fired him. just more fake news from a biased newspaper!","Robert Half International, "
4134,Wed Apr 11 16:34:03 +0000 2018,rt @statedept: .@potus trump at signing of #fosta #sesta bill: we are going to do everything in our { POWER } to make sure traffickers are brou…,"American Electric Power, "
4135,Wed Apr 11 15:47:46 +0000 2018,"the @whitehouse is partnering with @interior and @natlparkservice to bring the @nscsafety's “prescribed to death” opioid memorial to the ellipse - beginning tomorrow, april 12th to april 18th. more information: https://t.co/z4fpqxt4bl https://t.co/xvscpqvakq","Fidelity National Information Services, "
4136,Wed Apr 11 13:50:23 +0000 2018,"speaker paul ryan is a truly good man, and while he will not be seeking re-election, he will leave a legacy of achievement that nobody can question. we are with you paul!","Everest Re Group Ltd., "
4140,Wed Apr 11 10:47:37 +0000 2018,"....doing things that nobody thought possible, despite the never ending and corrupt russia investigation, which takes tremendous time and focus. no collusion or obstruction (other than i fight back), so now they do the unthinkable, and raid a lawyers office for information! bad!","Fidelity National Information Services, "
4144,Tue Apr 10 18:30:38 +0000 2018,"very thankful for president xi of china’s kind words on tariffs and automobile barriers...also, his enlightenment on intellectual { PROPERTY } and technology transfers. we will make great progress together!","Essex Property Trust, Inc., Simon Property Group Inc, "
4145,Tue Apr 10 17:51:08 +0000 2018,"very thankful for president xi of china’s kind words on tarrifs and automobile barriers...also, his enlightenment on intellectual { PROPERTY } and technology transfers. we will make great progress together!","Essex Property Trust, Inc., Simon Property Group Inc, "
4146,Tue Apr 10 13:30:35 +0000 2018,"last night, it was my great honor to { HOST } america’s senior defense and military leaders for dinner at the white house. america’s military is the greatest fighting force in the history of the world. they all have my pledge of unwavering commitment to our men and women in uniform! https://t.co/bjwkcmx0il","Host Hotels & Resorts, "
4147,Tue Apr 10 11:08:18 +0000 2018,a total witch hunt!!!,"J. B. Hunt Transport Services, "
4155,Sun Apr 08 13:04:22 +0000 2018,....to pay. open area immediately for { MEDICAL } help and verification. another humanitarian disaster for no reason whatsoever. sick!,"Varian Medical Systems, "
4156,Sun Apr 08 13:00:06 +0000 2018,"many dead, including women and children, in mindless chemical attack in syria. area of atrocity is in lockdown and encircled by syrian army, making it completely inaccessible to outside world. president putin, russia and iran are responsible for backing animal assad. big price...","T. Rowe Price Group, "
4157,Sun Apr 08 12:12:35 +0000 2018,"president xi and i will always be friends, no matter what happens with our dispute on trade. china will take down its trade barriers because it is the right thing to do. taxes will become reciprocal &amp; a deal will be made on intellectual property. great future for both countries!","Essex Property Trust, Inc., Simon Property Group Inc, "
4162,Sat Apr 07 22:42:22 +0000 2018,fire at trump { TOWER } is out. very confined (well built building). firemen (and women) did a great job. thank you!,"American Tower Corp., "
4172,Fri Apr 06 14:32:43 +0000 2018,"china, which is a great economic power, is considered a developing nation within the world trade organization. they therefore get tremendous perks and advantages, especially over the u.s. does anybody think this is fair. we were badly represented. the wto is unfair to u.s.","American Electric Power, "
4176,Thu Apr 05 20:12:10 +0000 2018,"thanks to our historic tax cuts, america is open for business, and millions of american workers are seeing more take-home pay through higher wages, salaries and bonuses! https://t.co/0u3dpljiv2","Fortune Brands Home & Security, Home Depot, "
4180,Wed Apr 04 15:05:38 +0000 2018,"today we honor dr. { MARTIN } luther king, jr. on the 50th anniversary of his assassination. earlier this year i spoke about dr. king’s legacy of justice and peace, and his impact on uniting americans. #mlk50 proclamation: https://t.co/xxtpo0vx5a https://t.co/sh0esmsymt","Lockheed Martin Corp., Martin Marietta Materials, "
4182,Wed Apr 04 13:20:31 +0000 2018,"when you’re already $500 billion down, you can’t lose!","Everest Re Group Ltd., "
4183,Wed Apr 04 11:22:03 +0000 2018,"we are not in a trade war with china, that war was lost many years ago by the foolish, or incompetent, people who represented the u.s. now we have a trade deficit of $500 billion a year, with intellectual { PROPERTY } theft of another $300 billion. we cannot let this continue!","Essex Property Trust, Inc., Simon Property Group Inc, "
4192,Tue Apr 03 10:34:18 +0000 2018,"the fake news networks, those that knowingly have a sick and biased agenda, are worried about the competition and quality of sinclair broadcast. the “fakers” at cnn, nbc, abc &amp; { CBS } have done so much dishonest reporting that they should only be allowed to get awards for fiction!","CBS Corp., "
4199,Mon Apr 02 15:41:04 +0000 2018,an honor to { HOST } the annual @whitehouse easter egg roll! https://t.co/bomjrk8fyk,"Host Hotels & Resorts, "
4201,Mon Apr 02 13:35:03 +0000 2018,"only fools, or worse, are saying that our money losing post office makes money with amazon. they lose a fortune, and this will be changed. also, our fully tax paying retailers are closing stores all over the country...not a level playing field!","Fortune Brands Home & Security, "
4203,Mon Apr 02 13:08:47 +0000 2018,"mexico is making a { FORTUNE } on nafta...they have very strong border laws - ours are pathetic. with all of the money they make from the u.s., hopefully they will stop people from coming through their country and into ours, at least until congress changes our immigration laws!","Fortune Brands Home & Security, "
4204,Mon Apr 02 11:17:19 +0000 2018,"daca is dead because the democrats didn’t care or act, and now everyone wants to get onto the daca bandwagon... no longer works. must build wall and secure our borders with proper border legislation. democrats want no borders, hence drugs and crime!","American Water Works Company Inc, Illinois Tool Works, "
4206,Mon Apr 02 11:02:30 +0000 2018,"mexico has the absolute { POWER } not to let these large “caravans” of people enter their country. they must stop them at their { NORTHERN } border, which they can do because their border laws work, not allow them to pass through into our country, which has no effective border laws.....","American Electric Power, Northern Trust Corp., "
4212,Sat Mar 31 12:52:59 +0000 2018,"...does not include the fake washington post, which is used as a “lobbyist” and should so  register. if the p.o. “increased its { PARCEL } rates, amazon’s shipping costs would rise by $2.6 billion.” this post office scam must stop. amazon must pay real costs (and taxes) now!","United Parcel Service, "
4219,Wed Mar 28 21:31:54 +0000 2018,"....in the interim, hon. { ROBERT } wilkie of dod will serve as acting secretary. i am thankful for dr. david shulkin’s service to our country and to our great veterans!","Robert Half International, "
4220,Wed Mar 28 21:31:08 +0000 2018,"i am pleased to announce that i intend to nominate highly respected admiral ronny l. jackson, md, as the new secretary of veterans affairs....","L Brands Inc., "
4222,Wed Mar 28 16:19:02 +0000 2018,....release known dangerous criminals into communities across the state. all { CITIZENS } have the right to be protected by federal law and strong borders.,"Citizens Financial Group, "
4223,Wed Mar 28 16:18:44 +0000 2018,my administration stands in solidarity with the brave { CITIZENS } in orange county defending their rights against california's illegal and unconstitutional sanctuary policies. california's sanctuary laws....,"Citizens Financial Group, "
4238,Sun Mar 25 11:40:41 +0000 2018,"many lawyers and top law firms want to represent me in the russia case...don’t believe the fake news narrative that it is hard to find a lawyer who wants to take this on. fame &amp; { FORTUNE } will never be turned down by a lawyer, though some are conflicted. problem is that a new......","Fortune Brands Home & Security, "
4244,Fri Mar 23 20:50:30 +0000 2018,"obama administration legalized bump stocks. bad idea. as i promised, today the department of justice will issue the rule banning bump stocks with a mandated comment period. we will ban all { DEVICES } that turn legal weapons into illegal machine guns.","Advanced Micro Devices Inc, "
4251,Thu Mar 22 18:40:54 +0000 2018,"as a candidate, i pledged that if elected i would use every lawful { TOOL } to combat unfair trade, protect american workers, and defend our national security.  today, we took another critical step to fulfill that commitment. https://t.co/7nbi0dibmx https://t.co/nmzqos3bua","Illinois Tool Works, "
